name addr size mode type
wiced_bt_mesh_config_model_publication_set 0x100ed0 158 THUMB_32 FUNC
hci_SetAdvtParamMulti 0xb1854 306 THUMB_32 FUNC
friend_cache_put_ 0xe8bd8 582 THUMB_32 FUNC
wiced_bt_mesh_model_location_client_send_local_get 0xec77a 30 THUMB_32 FUNC
friend_crt_update 0xe8e1e 96 THUMB_32 FUNC
lm_HandleHciPinCodeReqNegativeReply 0x7320c 110 THUMB_32 FUNC
friend_add_update_ 0xe8e7e 158 THUMB_32 FUNC
bthci_cmd_vs_LEMultiAdvtCommand 0xb1986 126 THUMB_32 FUNC
attp_cl_send_cmd 0xaeeb2 92 THUMB_32 FUNC
l2c_fcr_clone_buf 0x102a58 90 THUMB_32 FUNC
celt_opus_custom_decoder_ctl 0x1210a6 340 THUMB_32 FUNC
bthci_cmd_vs_SetBatchScanReadResults 0xb1a04 136 THUMB_32 FUNC
bcs_dmaRxBufferRecycle 0x70274 56 THUMB_32 FUNC
wiced_bt_mesh_model_location_client_send_global_set 0xec798 54 THUMB_32 FUNC
wiced_bt_mesh_config_model_subscription_change 0x100f6e 202 THUMB_32 FUNC
celt_run_prefilter 0x12a1da 920 THUMB_32 FUNC
bcs_dmaRxDisable 0x702ba 26 THUMB_32 FUNC
_ape_action_txCombKey 0x7327a 82 THUMB_32 FUNC
wiced_bt_mesh_config_model_subscription_get 0x101038 88 THUMB_32 FUNC
bthci_cmd_vs_SetBatchScanSetScanParams 0xb1a8c 104 THUMB_32 FUNC
wiced_bt_mesh_config_netkey_change 0x101090 488 THUMB_32 FUNC
celt_compute_vbr 0x12a572 430 THUMB_32 FUNC
wiced_bt_mesh_config_netkey_get 0x101278 38 THUMB_32 FUNC
wiced_bt_mesh_model_location_client_send_local_set 0xec7ce 84 THUMB_32 FUNC
attp_send_cl_msg 0xaef0e 302 THUMB_32 FUNC
celt_encode_with_ec 0x12a720 6070 THUMB_32 FUNC
attp_build_mtu_cmd 0xaeb68 30 THUMB_32 FUNC
wiced_bt_mesh_config_default_ttl_set 0x100ae4 44 THUMB_32 FUNC
wiced_bt_mesh_config_relay_get 0x100b10 36 THUMB_32 FUNC
friend_send_clear_ 0xe85e6 164 THUMB_32 FUNC
wiced_bt_mesh_config_relay_set 0x100b34 480 THUMB_32 FUNC
attp_build_exec_write_cmd 0xaeb86 46 THUMB_32 FUNC
smp_l2cap_if_init 0x6ffbe 54 THUMB_32 FUNC
friend_clear_repeat_timer_callback_ 0xe868a 66 THUMB_32 FUNC
celt_plc_MLER 0x11fade 152 THUMB_32 FUNC
wiced_bt_mesh_config_friend_get 0x100d14 36 THUMB_32 FUNC
attp_build_err_cmd 0xaebb4 40 THUMB_32 FUNC
smp_br_connect_cback 0x6fff4 86 THUMB_32 FUNC
friend_write_config_all_lpn_int_ 0xe86cc 564 THUMB_32 FUNC
celt_plc_SpeechMusicDiscriminator 0x11fb76 222 THUMB_32 FUNC
wiced_bt_mesh_config_friend_set 0x100d38 44 THUMB_32 FUNC
attp_build_browse_cmd 0xaebdc 102 THUMB_32 FUNC
smp_br_data_ind 0x7004a 180 THUMB_32 FUNC
friend_cache_del_msg_ 0xe8900 190 THUMB_32 FUNC
celt_plc_Init_LC_PLC 0x11fc56 358 THUMB_32 FUNC
bcs_dmaDisable 0x70108 36 THUMB_32 FUNC
attp_build_read_by_type_value_cmd 0xaec42 130 THUMB_32 FUNC
wiced_bt_mesh_config_key_refresh_phase_get 0x100d64 44 THUMB_32 FUNC
friend_del_lpn_ 0xe89be 112 THUMB_32 FUNC
wiced_bt_mesh_config_key_refresh_phase_set 0x100d90 56 THUMB_32 FUNC
attp_build_read_multi_cmd 0xaecc4 82 THUMB_32 FUNC
wiced_bt_mesh_config_node_identity_get 0x100dc8 44 THUMB_32 FUNC
celt_plc_PlrAttenuation 0x11fdbc 206 THUMB_32 FUNC
_dmaReqInit 0x70160 110 THUMB_32 FUNC
bthci_event_vs_DBFW_TraceDumpEvent 0x26a5c 60 THUMB_32 FUNC
btm_set_extrn_frame_cfg_cmplt 0x5b042 26 THUMB_32 FUNC
celt_ki_bfly2 0x12c9c0 62 THUMB_32 FUNC
70B50A4E04460D46 0x6db56 8 THUMB_32 FUNC
032912BF0020006A 0xa7120 8 THUMB_32 FUNC
celt_plc_mult_r 0x76520 60 THUMB_32 FUNC
btsnd_hcic_ble_rc_param_req_reply 0x157b0 76 THUMB_32 FUNC
lmulp_dple_stMach_procEngaged 0xb2948 408 THUMB_32 FUNC
0020824AFF2102F8 0x6db8c 8 THUMB_32 FUNC
1249012081F86F00 0xe188e 8 THUMB_32 FUNC
_bthci_event_vs_initializeCoredumpHdr 0x26afe 28 THUMB_32 FUNC
btclk_SubSimple_clkpclk 0x9bd4c 48 THUMB_32 FUNC
onoff_client_process_status 0xece56 126 THUMB_32 FUNC
10B501215CF022FD 0x36a0e 8 THUMB_32 FUNC
2A494968CB7B8A7B 0x313fe 8 THUMB_32 FUNC
WBS_ProcessStartEncoderEvent 0xb6900 400 THUMB_32 FUNC
mpi_cmp_abs 0x7ce26 108 THUMB_32 FUNC
celt_ki_bfly4 0x12ca40 98 THUMB_32 FUNC
70B5FFF7CBFF0400 0x36a24 8 THUMB_32 FUNC
274949688B7B4A7B 0x3140a 8 THUMB_32 FUNC
pinConfig_setI2c 0x57522 76 THUMB_32 FUNC
arip_audHandleFMRx2DAC_help 0x3ed60 32 THUMB_32 FUNC
lm_SendLmpStopEncryptReq 0x74082 68 THUMB_32 FUNC
8189002906BF807B 0xad22c 8 THUMB_32 FUNC
E049024600200968 0x3a18e 8 THUMB_32 FUNC
bcs_kernelDriftPredictionResync 0x96b52 246 THUMB_32 FUNC
Apply_Static_BitError_Correction 0x2b134 64 THUMB_32 FUNC
avrc_send_continue_frag 0x1036d8 180 THUMB_32 FUNC
10B5FE4C227822B1 0xad254 8 THUMB_32 FUNC
042838BF704710B5 0x2bbb0 8 THUMB_32 FUNC
pinConfig_setDbUart 0x5757a 42 THUMB_32 FUNC
quad_miaFreezeCallBack 0xbbbc 132 THUMB_32 FUNC
wiced_bt_mesh_model_onoff_client_message_handler 0xeced4 68 THUMB_32 FUNC
30B50D460A4689B0 0xc49ca 8 THUMB_32 FUNC
0EB50DF1100C9CEC 0x108f22 8 THUMB_32 FUNC
avdt_ccb_hdl_discover_cmd 0x13270 124 THUMB_32 FUNC
arip_audHandleFifo2I2STx_help 0x3ed80 176 THUMB_32 FUNC
lmulp_dple_stMach_procInitedRate 0xb2ae0 78 THUMB_32 FUNC
00B583B001AA6946 0xae782 8 THUMB_32 FUNC
09B104F7BABD04F7 0x108f36 8 THUMB_32 FUNC
pinConfig_setGpio 0x575a4 140 THUMB_32 FUNC
btm_set_mws_signaling_cmplt 0x5b05c 178 THUMB_32 FUNC
onoff_client_send_complete_callback 0xecf18 52 THUMB_32 FUNC
10B5EB49044691F8 0x5ae74 8 THUMB_32 FUNC
002902D008689AF7 0x1076dc 8 THUMB_32 FUNC
pinConfig_setPinDefault 0x57630 44 THUMB_32 FUNC
btsnd_hcic_ble_rc_param_req_neg_reply 0x157fc 42 THUMB_32 FUNC
lm_HandleLmpEncryptModeReqPdu 0x740c6 152 THUMB_32 FUNC
3EB50D460A460446 0x5aeb2 8 THUMB_32 FUNC
05229F49012803D0 0x86308 8 THUMB_32 FUNC
bthci_event_vs_DBFW_CoreDumpInfoEvent 0x26b1a 154 THUMB_32 FUNC
btclk_Convert_us_NatClkpclk_compensate 0x9bd7c 186 THUMB_32 FUNC
lmulp_dple_stMach_procInitedHci 0xb2b2e 130 THUMB_32 FUNC
FFF7D5FF002804D1 0x5aec6 8 THUMB_32 FUNC
01229949012803D0 0x86320 8 THUMB_32 FUNC
bthci_event_vs_DBFW_CoreDumpCPURegsEvent 0x26bb4 120 THUMB_32 FUNC
btsnd_hcic_ble_set_data_length 0x15826 50 THUMB_32 FUNC
avrc_proc_vendor_command 0x10378c 216 THUMB_32 FUNC
0EB50A6800924A68 0x5aee0 8 THUMB_32 FUNC
2DE9F04F85B00E46 0x12d330 8 THUMB_32 FUNC
bthci_event_vs_DBFW_CoreDumpCPURegsExtendEvent 0x26c2c 78 THUMB_32 FUNC
sub_7CE92 0x7ce92 110 THUMB_32 FUNC
wiced_bt_mesh_model_onoff_client_send_get 0xecf4c 42 THUMB_32 FUNC
10B59AB004466822 0x5af00 8 THUMB_32 FUNC
2DE9FF4F88B00024 0x12408c 8 THUMB_32 FUNC
gci_read_rx_fifo 0x39eba 68 THUMB_32 FUNC
OTP_Read_PreFEC_Signature 0x2b174 24 THUMB_32 FUNC
lm_HandleLmpAcceptEncryptKeySizeBBAcked 0x7415e 58 THUMB_32 FUNC
0600202802D92020 0x5af10 8 THUMB_32 FUNC
10B50446807B0021 0x70a50 8 THUMB_32 FUNC
bcs_kernelUnlinkNode 0x96c48 80 THUMB_32 FUNC
quad_getXYMotion 0xbc78 34 THUMB_32 FUNC
AVRC_MsgReq 0x103864 462 THUMB_32 FUNC
10B588B004461E22 0x5af32 8 THUMB_32 FUNC
1CB590F86C40DDF8 0x5b9a2 8 THUMB_32 FUNC
celt_plc_L_shr 0x7655c 46 THUMB_32 FUNC
arip_audHandleFme2I2STx_help 0x3ee30 86 THUMB_32 FUNC
wiced_bt_mesh_model_onoff_client_send_set 0xecf76 120 THUMB_32 FUNC
0EB50A6800924A68 0x5af56 8 THUMB_32 FUNC
bcs_kernelInsertTransientStateList 0x96c98 74 THUMB_32 FUNC
btm_set_mws_trans_layer_cmplt 0x5b10e 26 THUMB_32 FUNC
lmulp_dple_stMach_procRsp 0xb2bb0 220 THUMB_32 FUNC
10B58AB004462222 0x5af76 8 THUMB_32 FUNC
_ecsi_gci_InterruptHandler 0x39efe 322 THUMB_32 FUNC
btclk_SetPiconetUap 0x9be42 32 THUMB_32 FUNC
avrc_proc_far_msg 0x103a32 576 THUMB_32 FUNC
02D908208DF80000 0x5af8a 8 THUMB_32 FUNC
WBS_SetHostEnable 0xb6a90 24 THUMB_32 FUNC
BTMUtil_LoadTxDataArr 0xba218 118 THUMB_32 FUNC
celt_kf_bfly3 0x12caa2 30 THUMB_32 FUNC
10B58EB004463222 0x5afa8 8 THUMB_32 FUNC
bthci_event_vs_DBFW_CoreDumpRAMImageEvent 0x26c7a 114 THUMB_32 FUNC
btclk_SetPiconetNap 0x9be62 32 THUMB_32 FUNC
celt_ki_bfly3 0x12cac0 60 THUMB_32 FUNC
10B542F06CFA08B1 0x5afda 8 THUMB_32 FUNC
WBS_SwitchPLC_BEC 0xb6ac6 50 THUMB_32 FUNC
sub_7CF00 0x7cf00 78 THUMB_32 FUNC
lm_HandleLmpEncryptKeySizeReqPdu 0x74198 332 THUMB_32 FUNC
8D49C1F8D0027047 0x5afec 8 THUMB_32 FUNC
avdt_ccb_hdl_getcap_cmd 0x132fc 38 THUMB_32 FUNC
quad_quadInterrupt 0xbcc2 36 THUMB_32 FUNC
celt_opus_fft 0x12cb0e 658 THUMB_32 FUNC
08B500788DF80000 0x5aff4 8 THUMB_32 FUNC
pinConfig_setUart 0x5765c 50 THUMB_32 FUNC
btclk_SetPiconetRole 0x9be82 32 THUMB_32 FUNC
celt_opus_ifft_sp 0x12cdb0 516 THUMB_32 FUNC
D032002B02D06A46 0x5b000 8 THUMB_32 FUNC
hw_pka_mod 0x8888 108 THUMB_32 FUNC
sub_7CF4E 0x7cf4e 50 THUMB_32 FUNC
wiced_bt_mesh_model_onoff_server_init 0xed0b0 138 THUMB_32 FUNC
08BD08B500788DF8 0x5b00c 8 THUMB_32 FUNC
celt_plc_L_shl 0x7658a 84 THUMB_32 FUNC
btm_set_mws_scan_freq_table_cmplt 0x5b128 26 THUMB_32 FUNC
lm_HandleLmpStartEncryptReqPdu 0x742e4 156 THUMB_32 FUNC
08B500788DF80000 0x5b00e 8 THUMB_32 FUNC
hw_pka_mod_isr 0x88f4 46 THUMB_32 FUNC
sub_7CF88 0x7cf88 1012 THUMB_32 FUNC
lmulp_dple_digestAutoAdj 0xb2c8c 460 THUMB_32 FUNC
D032002B02D06A46 0x5b01a 8 THUMB_32 FUNC
bthci_event_vs_DBFW_CoreDumpHWRegsEvent 0x26cec 118 THUMB_32 FUNC
BTMUtil_CheckAUXPkt 0xba28e 156 THUMB_32 FUNC
mesh_onoff_server_set_onoff 0xed13a 42 THUMB_32 FUNC
08BD08B500788DF8 0x5b026 8 THUMB_32 FUNC
hw_pka_mul 0x893c 252 THUMB_32 FUNC
Read_Entire_OTP_Data 0x2b18c 40 THUMB_32 FUNC
celt_ec_laplace_encode 0x12cfc0 128 THUMB_32 FUNC
08B500788DF80000 0x5b028 8 THUMB_32 FUNC
lrm_TestConnParamOffsets 0x8ac4c 360 THUMB_32 FUNC
light_ctl_server_process_default_get 0xf32e4 46 THUMB_32 FUNC
SBC_Decoder_Update_PLC 0xc67ac 28 THUMB_32 FUNC
light_ctl_server_process_set 0xf3312 294 THUMB_32 FUNC
DHM_GetBasebandPktParams 0x1fdb8 94 THUMB_32 FUNC
DHM_ReleaseHciListItem 0x1fe16 68 THUMB_32 FUNC
_asbTaskSwitch 0x4c142 32 THUMB_32 FUNC
DHM_ReleaseHciListItemReturnBuffer 0x1fe5a 46 THUMB_32 FUNC
lrm_SetOptimalConnOffsets 0x8adb4 284 THUMB_32 FUNC
lrm_GetPreferredPeriodicity 0x8aed0 38 THUMB_32 FUNC
SBC_Decoder_reset_buf 0xc67c8 70 THUMB_32 FUNC
_lrm_CheckLrmForSlaveLinksSam 0x8aef6 42 THUMB_32 FUNC
iqcal_copyMidBin 0xd6f82 78 THUMB_32 FUNC
lrm_UpdateSamSlotmap 0x8af20 170 THUMB_32 FUNC
SBC_Decoder_decode_Init 0xc680e 170 THUMB_32 FUNC
_asbTaskGetInfoPtr 0x4c162 40 THUMB_32 FUNC
bcsulp_init 0x8aff8 48 THUMB_32 FUNC
light_ctl_server_process_get 0xf3438 46 THUMB_32 FUNC
DHM_ReleaseHciListItemFreeBuffer 0x1fe88 28 THUMB_32 FUNC
_asbTaskTxDone 0x4c18a 202 THUMB_32 FUNC
iqcal_updateDcOffset 0xd6fe8 428 THUMB_32 FUNC
wiced_bt_mesh_model_light_ctl_server_message_handler 0xf3466 132 THUMB_32 FUNC
DHM_SendHciCompletedPacketsEvent 0x1fea4 162 THUMB_32 FUNC
bcsulp_Reset 0x8b028 126 THUMB_32 FUNC
bcsulp_setupWhitenning 0x8b0a6 34 THUMB_32 FUNC
_advTaskSwitch 0x65f24 268 THUMB_32 FUNC
bcsulp_progEncCounter 0x8b0c8 100 THUMB_32 FUNC
SBC_Suspend2_WB_PLC_BEC 0xc68b8 104 THUMB_32 FUNC
avdt_ccb_hdl_start_cmd 0x13334 76 THUMB_32 FUNC
bthci_event_vs_Sam_SendCurrentSettingsData 0x27a2e 58 THUMB_32 FUNC
hidd_l2cif_disconnect_cfm 0x102492 62 THUMB_32 FUNC
q_asm_addc 0x8a88 36 THUMB_32 FUNC
BTM_BleStartAdvertisements 0x58408 388 THUMB_32 FUNC
opus_custom_encoder_ctl 0x128a40 604 THUMB_32 FUNC
bcs_kernelTxDone 0x96ce2 116 THUMB_32 FUNC
btm_sec_clear_ble_keys 0x13e18 30 THUMB_32 FUNC
hidd_l2cif_disconnect_ind 0x1024d0 114 THUMB_32 FUNC
celt_plc_shr_r 0x765de 84 THUMB_32 FUNC
bcs_taskSwapActiveTask 0x99944 208 THUMB_32 FUNC
bthci_cmd_vs_AudioIPCommand 0xb0ce0 38 THUMB_32 FUNC
bcs_kernelRxDone 0x96d56 314 THUMB_32 FUNC
BTM_BleObserve 0x58316 212 THUMB_32 FUNC
health_send_status_ 0xebd34 74 THUMB_32 FUNC
celt_plc_mac_r 0x76632 52 THUMB_32 FUNC
smp_aes_cbc_decrypt 0xb8386 76 THUMB_32 FUNC
bthci_cmd_vs_LTETriggerWCI2Message 0xb0d2c 62 THUMB_32 FUNC
_ll_udiv 0xb6b30 238 THUMB_32 FUNC
LinkQual_ResetAclConn 0x3b0c0 66 THUMB_32 FUNC
health_handle_period_set_ 0xebd7e 214 THUMB_32 FUNC
pinConfig_DisableUart 0x5768e 48 THUMB_32 FUNC
bthci_event_vs_HSR_SendUnitTestRPCResults 0x279f2 60 THUMB_32 FUNC
health_send_fault_status_ 0xebe54 178 THUMB_32 FUNC
pinConfig_setVsyncIn 0x576be 66 THUMB_32 FUNC
BTM_BleSetScanParams 0x582d2 68 THUMB_32 FUNC
lm_SendLmpPauseEncryptionAESReq 0x72b6e 86 THUMB_32 FUNC
q_uadd 0x8aac 168 THUMB_32 FUNC
_tx_timer_initialize 0x9678 54 THUMB_32 FUNC
ape_epr_stop_encryption 0x72bea 182 THUMB_32 FUNC
bthci_event_vs_DBFW_CoreDumpCmdStatusEvent 0x26d76 92 THUMB_32 FUNC
_tx_thread_initialize 0x9644 42 THUMB_32 FUNC
bthci_cmd_vs_LTEEnableWCI2LoopbackTesting 0xb0d7c 168 THUMB_32 FUNC
update_bt_channel_map_for_CoEx 0x3a042 104 THUMB_32 FUNC
sub_76E4C 0x76e4c 42 THUMB_32 FUNC
bthci_cmd_vs_DBFW 0xb0eec 844 THUMB_32 FUNC
q_usub 0x8b54 156 THUMB_32 FUNC
bcs_taskResyncEnable 0x99880 156 THUMB_32 FUNC
health_faults_set_ 0xebf06 164 THUMB_32 FUNC
celt_plc_msu_r 0x76666 106 THUMB_32 FUNC
smp_aes_decrypt 0xb8336 80 THUMB_32 FUNC
bthci_cmd_vs_WriteLocalSupportedExtendedFeatures 0xb1238 30 THUMB_32 FUNC
q_ucmp 0x8bf0 66 THUMB_32 FUNC
sub_76E34 0x76e34 24 THUMB_32 FUNC
health_handle_fault_test_ 0xebfaa 170 THUMB_32 FUNC
slimboot_rfm_setting_register_init 0xb6c30 36 THUMB_32 FUNC
bthci_event_vs_HSR_SendDynamicMemoryStats 0x27904 238 THUMB_32 FUNC
opus_custom_encoder_init_arch 0x128c9c 172 THUMB_32 FUNC
pinConfig_setVsyncOut 0x57700 48 THUMB_32 FUNC
smp_aes_cbc_encrypt 0xb82f4 66 THUMB_32 FUNC
_ape_tryToRefreshEncKeyAfterSuccessfulAuth 0x72cc4 44 THUMB_32 FUNC
q_add 0x8c32 68 THUMB_32 FUNC
btm_ble_sec_bond 0x13dc8 80 THUMB_32 FUNC
hidd_l2cif_intr_connected 0x1025b0 60 THUMB_32 FUNC
_ecsi_gci_GetBtChannelmap 0x3a0aa 126 THUMB_32 FUNC
LinkQual_GlobalInit 0x3b098 40 THUMB_32 FUNC
bthci_cmd_vs_PiconetClockAdjustment 0xb1256 220 THUMB_32 FUNC
slimboot_rfm_R_RC_cal_data_store_to_aon 0xb6c54 40 THUMB_32 FUNC
BTM_SetDataChannelPDULength 0x13d6e 68 THUMB_32 FUNC
health_handle_fault_clear_ 0xec054 82 THUMB_32 FUNC
q_add_int 0x8c76 40 THUMB_32 FUNC
bcs_taskResyncDone 0x99840 64 THUMB_32 FUNC
hidd_l2cif_ctrl_connected 0x1025ec 104 THUMB_32 FUNC
bthci_event_vs_MemPoolsStatsEvent 0x26dd2 106 THUMB_32 FUNC
BTM_UseLeLink 0x13d38 54 THUMB_32 FUNC
lm_SendLmpAuInCombPDU 0x72cf8 90 THUMB_32 FUNC
slimboot_rfm_R_RC_calInit 0xb6c7c 38 THUMB_32 FUNC
bcs_taskResyncDisable 0x9980a 54 THUMB_32 FUNC
health_handle_attention_set_ 0xec0a6 112 THUMB_32 FUNC
q_SetZero 0x8c9e 30 THUMB_32 FUNC
spiffy_get_tport_div 0x95f6 48 THUMB_32 FUNC
hidd_conn_reg 0x102654 136 THUMB_32 FUNC
celt_plc_L_shr_r 0x766d6 40 THUMB_32 FUNC
smp_aes_encrypt 0xb82a4 80 THUMB_32 FUNC
celt_encoder_init 0x128d48 60 THUMB_32 FUNC
bthci_event_vs_sendRetransmissionStatusUpdateEvent 0x26e3c 150 THUMB_32 FUNC
smp_aes_set_key 0xb81b4 240 THUMB_32 FUNC
bthci_cmd_vs_ReadRetransmissionStatus 0xb1332 236 THUMB_32 FUNC
_ecsi_gci_UpdateSniffTxPending 0x3a154 56 THUMB_32 FUNC
sub_B7F6C 0xb7f6c 584 THUMB_32 FUNC
health_handle_attention_get_ 0xec116 106 THUMB_32 FUNC
bcs_kernelTaskSwitchStage3 0x96e90 590 THUMB_32 FUNC
sub_76E0C 0x76e0c 40 THUMB_32 FUNC
celt_patch_transient_decision 0x128d84 520 THUMB_32 FUNC
6E4A016819B1516F 0x459a 8 THUMB_32 FUNC
10B5044604210020 0x15604 8 THUMB_32 FUNC
70B500F109018089 0x1bb94 8 THUMB_32 FUNC
8069C0F30A007047 0x6eb20 8 THUMB_32 FUNC
10B500F109040C30 0x2980a 8 THUMB_32 FUNC
B54890F83B00C0F3 0x1bbbe 8 THUMB_32 FUNC
13460A4601460020 0x6eb44 8 THUMB_32 FUNC
7F4A014600EB8100 0xab342 8 THUMB_32 FUNC
70B5944E002404EB 0x6adc0 8 THUMB_32 FUNC
38B5046804200D46 0x6eb50 8 THUMB_32 FUNC
10B50020FFF746FF 0xab354 8 THUMB_32 FUNC
002180F87C1080F8 0x651ac 8 THUMB_32 FUNC
70B50446CFF7E7F9 0xd502c 8 THUMB_32 FUNC
01460220884096F7 0xab364 8 THUMB_32 FUNC
70B50546002405EB 0xd56be 8 THUMB_32 FUNC
00281CBFC0688069 0xbcb6a 8 THUMB_32 FUNC
70B5734D14466868 0xab36e 8 THUMB_32 FUNC
10B5044680685030 0xd56dc 8 THUMB_32 FUNC
002808BF7047B0F8 0xbcb74 8 THUMB_32 FUNC
F048C07800F00300 0x1bad0 8 THUMB_32 FUNC
002308681A460221 0x10799e 8 THUMB_32 FUNC
002818BF01637047 0xbcb8a 8 THUMB_32 FUNC
007B022882BF1220 0x1badc 8 THUMB_32 FUNC
10B545F035F850B9 0x54e50 8 THUMB_32 FUNC
002808BF7047B0F8 0xbcb92 8 THUMB_32 FUNC
E7480188D1808078 0x1baf4 8 THUMB_32 FUNC
10B545F043F80028 0x54e72 8 THUMB_32 FUNC
00281CBFB0F84E20 0xbcbd4 8 THUMB_32 FUNC
70B50100DD48DD4D 0x118f0 8 THUMB_32 FUNC
124910B520390969 0x2f2f0 8 THUMB_32 FUNC
002808BF7047B0F8 0xbcbe8 8 THUMB_32 FUNC
4168002902DA0830 0x19368 8 THUMB_32 FUNC
2DE9F04104460D46 0x2b92e 8 THUMB_32 FUNC
10B50446002911D0 0x60aea 8 THUMB_32 FUNC
70B50D46044609F7 0x10883a 8 THUMB_32 FUNC
002802D0007AC0F3 0x1a57c 8 THUMB_32 FUNC
10B50446002910D0 0x60b18 8 THUMB_32 FUNC
1A4A516800291CBF 0x9a47c 8 THUMB_32 FUNC
0246401A8A4201D2 0x1a588 8 THUMB_32 FUNC
521E38BF704711F8 0xc509c 8 THUMB_32 FUNC
10B55C4C94F80103 0xff7c 8 THUMB_32 FUNC
70B504000D4600D0 0x1a596 8 THUMB_32 FUNC
521E04D30B6800F8 0xc50ae 8 THUMB_32 FUNC
10B5EC4C206840F0 0xf16 8 THUMB_32 FUNC
10B50446FDF7AFFF 0x658b6 8 THUMB_32 FUNC
10B5554C20680028 0xc50c0 8 THUMB_32 FUNC
10B50446A3F05CFA 0xf42 8 THUMB_32 FUNC
2DE9F84344688946 0x5b48 8 THUMB_32 FUNC
70B505460C461129 0xac668 8 THUMB_32 FUNC
10B5FE20FFF7A8FF 0xe5622 8 THUMB_32 FUNC
10B504461FF042FA 0x74c66 8 THUMB_32 FUNC
022805D8CC4901EB 0x9126e 8 THUMB_32 FUNC
062803D391491020 0xcde30 8 THUMB_32 FUNC
10494968897BFDF7 0x74c8e 8 THUMB_32 FUNC
C84A0146D2F8CC01 0x91282 8 THUMB_32 FUNC
